1;1053389
2;564097
3;233379
4;130133
5;70379
6;46488
7;33422
8;27086
9;22361
10;17679
11;14288
12;13690
13;11198
14;7935
15;9973
16;7616
17;6339
18;6661
19;5885
20;7664
21;5008
22;6642
23;6098
24;6538
25;4929
26;5985
27;4851
28;5710
29;5281
30;4272
31;6685
32;5384
33;4414
34;5120
35;5014
36;6062
37;5675
38;5476
39;4396
40;5449
41;4755
42;5677
43;4810
44;5485
45;5305
46;6741
47;5970
48;5190
49;5296
